OWNER;NAME;CONTEXTS
iand;logr;[["logr", "offer", "opinion", "go", "program", "library", "log", "without", "become", "couple", "particular", "logging", "implementation", "implementation_NEG", "log_NEG", "api_NEG", "fact", "two", "apis", "two", "different", "set", "user"], ["logger", "type", "intend", "application", "library", "author", "provide", "relatively", "small", "api", "use", "everywhere", "want", "emit", "log", "defer", "actual", "act", "write", "log", "file", "stdout", "whatever", "logsink", "interface"], ["logsink", "interface", "intend", "log", "library", "implementers", "pure", "interface", "implement", "log", "framework", "provide", "actual", "logging", "functionality"], ["decoupling", "allow", "application", "library", "developer", "write", "code", "term", "logr.logger", "low", "dependency", "fan-out", "implementation", "logging", "manage", "stack", "e", "g", "near", "main", "application", "developer", "switch", "implementation", "necessary"], ["many", "people", "assert", "library", "log_NEG", "effort_NEG", "like_NEG", "pointless_NEG", "people", "welcome", "convince", "author", "tens-of-thousands", "library", "write", "log", "wrong", "meantime", "logr", "take", "practical", "approach"]]
ianlopshire;go-fixedwidth;[["package", "fixedwidth", "provide", "encode", "decode", "fixed-width", "format", "data"], ["go", "get", "github.com/ianlopshire/go-fixedwidth"]]
ianmarmour;nvidia-clerk;[["nvidia", "sadly", "longer_NEG", "sell_NEG", "gpus_NEG", "store_NEG", "foreseeable_NEG", "future_NEG", "founder_NEG", "edition_NEG", "card_NEG", "sell_NEG", "via_NEG", "3rd_NEG", "party_NEG", "retailer_NEG", "believe_NEG", "north_NEG", "america_NEG", "project_NEG", "deprecate_NEG", "thank", "everybody", "support", "feedback", "throughout", "process", "writing", "maintain", "clerk", "go", "deprecate", "project", "leave", "code", "historical", "reference", "future", "case", "nvidia", "start", "sell", "card", "use", "digital", "storefront"]]
IBM-Cloud;go-etcd-rules;[["note", "build", "etcd", "x", "client", "version", "go.mod", "issue", "workaround", "use", "include"], ["rule", "engine", "use", "etcd", "simple", "dynamic", "rule", "allow", "specification", "key", "base", "gin", "attribute", "syntax", "comparison", "literal", "key", "rule", "nest", "inside", "rule_NEG", "enable_NEG", "expression_NEG", "complex_NEG", "relationship_NEG", "value_NEG", "etcd_NEG", "action_NEG", "trigger_NEG", "set_NEG", "condition_NEG", "meet_NEG", "engine", "watch", "etcd", "update", "crawl", "data", "tree", "configurable", "interval", "library", "make", "use", "ibm-cloud", "go-etcd-lock", "library", "enable", "concurrent", "monitoring", "multiple", "application", "instance", "without", "collisions--the", "first", "client", "obtain", "lock", "process", "change", "others", "quickly", "fail", "acquire", "lock", "move", "trigger", "callback", "function", "update", "model", "action", "successful", "retriggered_NEG", "recur", "action", "continuous", "polling", "implement", "rule", "reference", "node", "ttls", "expiration", "node", "trigger", "rule", "callback", "add", "back", "node", "key", "ttl"]]
ibmdb;go;[["interface", "golang", "db2", "z", "db2", "luw", "db2"]]
ierosvin;ethdo;[["command-line", "tool", "manage", "common", "task", "ethereum"]]
ignoramous;outline-go-tun2socks;[["go", "package", "build", "go-tun", "2socks", "base", "client", "outline", "intra", "support", "choir", "metric", "macos", "io", "android", "output", "library", "linux", "windows", "command-line", "executable"]]
ilibs;gosql;[["package", "base", "sqlx", "simple", "keep", "simple"], ["disruptive", "change", "current", "major", "version", "upgrade", "v2if", "continue", "v1", "check", "v1", "branch"]]
imkira;go-libav;'[["go", "language", "binding", "ffmpeg", "library"], ["still", "work", "progress", "package", "still", "lack", "lot", "libav''s", "functionality", "please", "expect", "many", "addition", "change", "future"], ["aware", "go", "language", "binding", "ffmpeg", "reason", "decide", "build", "go-libav", "want"], ["first", "install", "ffmpeg", "x", "library", "system"], ["need", "ffmpeg", "x", "support", "use", "ffmpeg", "branch", "deprecate"], ["open", "terminal", "install", "following", "package"], ["advanced", "usage", "make", "sure", "check", "following", "documentation"], ["please", "check", "example"], ["library", "support", "multiple", "version", "ffmpeg", "x", "build", "use"], ["use", "ffmpeg", "ffmpeg", "api", "ffmpeg", "ffmpeg", "api"], ["find", "bug", "want", "contribute", "add", "new", "feature"], ["please", "fork", "project", "send", "pull", "request"], ["go-libav", "license", "mit", "license"], ["copyright", "c", "mario", "freitas", "see", "license", "detail"]]'
imroc;req;[["simple", "go", "http", "client", "black", "magic"]]
inconshreveable;log15;'[["package", "log", "provide", "opinionated", "simple", "toolkit", "best-practice", "logging", "go", "golang", "human", "machine", "readable", "model", "go", "standard", "library''s", "io", "net", "http", "package", "alternative", "standard", "library''s", "log", "package"]]'
incu6us;goimports-reviser;[["tool", "golang", "sort", "goimports", "3-4", "group", "linter", "std", "general", "company", "optional", "project", "dependency", "also", "format", "code", "prepare", "need_NEG", "use_NEG", "gofmt_NEG", "goimports_NEG", "separately_NEG", "use", "additional", "option", "rm-unused", "remove", "unused", "import", "set-alias", "rewrite", "import", "alias", "versioned", "package", "package", "additional", "prefix", "suffix", "example", "opentracing", "github.com/opentracing/opentracing-go", "company-prefixes", "create", "group", "company", "import", "libs", "inside", "organization", "value", "comma-separated"]]
inetaf;tcpproxy;[["library", "usage", "see"], ["cli", "usage", "see"]]
influxdata;influxdb-client-go;[["repository", "contain", "reference", "go", "client", "influxdb"]]
insomniacslk;dhcp;[["dhcpv", "dhcpv", "decode", "encode", "library", "client", "server", "code", "write", "go"], ["library", "split", "several", "part", "dhcpv", "implementation", "dhcpv", "packet", "client", "server", "dhcpv", "implementation", "dhcpv", "packet", "client", "server", "netboot", "network", "boot", "wrapper", "top", "dhcpv", "dhcpv", "iana", "several", "iana", "constant", "helper", "use", "dhcpv", "dhcpv", "rfc", "1035label", "simple", "implementation", "rfc", "label", "use", "dhcpv", "dhcpv", "interface", "thin", "layer", "wrapper", "around", "network", "interface"], ["probably", "need", "dhcpv", "dhcpv", "explicitly", "rest", "pull", "automatically", "necessary"], ["get", "dhcpv", "dhcpv", "run"], ["section", "illustrate", "use", "dhcpv", "dhcpv", "package"], ["see", "example", "code"]]
insomniacslk;irc-slack;[["irc-slack", "irc-to-slack", "gateway", "irc", "server", "let", "u", "connect", "slack", "team", "irc", "client"], ["slack", "end", "support", "irc", "xmpp", "gateway", "15th", "may", "leave", "people", "like", "want", "still", "able", "log", "via", "irc", "either", "use", "wee-slack", "use_NEG", "weechat_NEG", "implement_NEG", "stuff_NEG"], ["note", "slack", "turn", "irc", "gateway", "get", "lot", "contact", "user", "irc-slack", "ask", "fix", "improve", "expect_NEG", "people_NEG", "actually_NEG", "use_NEG", "thanks_NEG", "feedback_NEG", "actively_NEG", "develop_NEG", "please_NEG", "keep_NEG", "reporting_NEG", "bug_NEG", "send_NEG", "pr_NEG"]]
intel;telemetry-aware-scheduling;[["platform", "aware", "scheduling", "pa", "contain", "group", "related", "project", "design", "expose", "platform", "specific", "attribute", "kubernetes", "scheduler", "use", "modular", "policy", "drive", "approach", "project", "contain", "core", "library", "information", "building", "custom", "scheduler", "extension", "well", "specific", "implementation", "use", "working", "cluster", "leverage", "reference", "create", "new", "kubernetes", "scheduler", "extension"], ["telemetry", "aware", "scheduling", "initial", "reference", "implementation", "platform", "aware", "scheduling", "expose", "platform-level", "metric", "kubernetes", "scheduler", "policy", "drive", "filtering", "prioritization", "workload", "read", "ta"], ["gpu", "aware", "scheduling", "implementation", "gpu", "resource", "aware", "kubernetes", "scheduler", "extension"]]
isabella232;promql-langserver;[["implementation", "language", "server", "protocol", "promql"]]
isacikgoz;gitin;[["gitin", "commit", "branch", "status", "explorer", "git"], ["gitin", "minimalist", "tool", "let", "u", "explore", "git", "repository", "command", "line", "search", "commits", "inspect", "individual", "file", "change", "commits", "alternative", "interactive", "way", "explore", "commit", "history", "also", "explore", "current", "state", "investigate", "diffs", "stage", "change", "commit"]]
isiaon;esm;[["elasticsearch", "cross", "version", "data", "migration"], ["dec", "3rd", "en", "cross", "version", "elasticsearch", "data", "migration", "esm"]]
ivaaaan;smug;[["inspire", "tmuxinator", "tmuxp"], ["smug", "automate", "tmux", "workflow", "create", "single", "configuration", "file", "smug", "create", "required", "window", "pane"], ["configuration", "use", "gif", "find"]]
jackc;pgconn;[["version", "use", "pgx", "v4", "pgx", "v5", "part", "repository"], ["package", "pgconn", "low-level", "postgresql", "database", "driver", "operate", "nearly", "level", "c", "library", "libpq", "primarily", "intend", "serve", "foundation", "high", "level", "library", "application", "handle", "normal", "query", "high", "level", "library", "use", "pgconn", "directly", "require", "low-level", "access", "postgresql", "functionality"]]
james-bowman;nlp;'[["implementation", "select", "machine", "learn", "algorithm", "natural", "language", "processing", "golang", "primary", "focus", "package", "statistical", "semantics", "plain-text", "document", "support", "semantic", "analysis", "retrieval", "semantically", "similar", "document"], ["build", "upon", "gonum", "package", "linear", "algebra", "scientific", "computing", "inspiration", "take", "python''s", "scikit-learn", "gensim"], ["check", "companion", "blog", "post", "go", "documentation", "page", "full", "usage", "example"]]'
james-bowman;sparse;[["implementation", "select", "sparse", "matrix", "format", "linear", "algebra", "support", "scientific", "machine", "learning", "application", "compatible", "apis", "gonum", "package", "interoperable", "gonum", "dense", "matrix", "type"]]
JamesHovious;w32;[["w32", "wrapper", "window", "apis", "go", "programming", "language"], ["wrap", "win", "apis", "go", "style", "make", "easy", "use"]]
janimo;textsecure;[["go", "package", "implement", "textsecure", "push", "data", "e", "encrypt_NEG", "sm_NEG", "protocol_NEG", "v3_NEG", "include_NEG", "axolotl_NEG", "ratchet_NEG"], ["included", "sample", "command", "line", "app", "send", "receive", "text", "message", "attachment", "support", "group", "chat"], ["api", "present", "package", "flux", "mainly", "drive", "need"], ["automatically", "generate", "documentation", "find", "godoc"]]
jarcoal;httpmock;[["easy", "mocking", "http", "response", "external", "resource"]]
jaycode-git;golua;[["simple", "way", "install"], ["try", "run", "example"], ["library", "configure", "use", "build", "tag", "default", "look", "library", "share", "object", "call"], ["work_NEG", "tag_NEG", "luadash_NEG", "5.1_NEG", "use_NEG", "force_NEG", "lua_NEG", "-5.1_NEG", "tag_NEG", "llua_NEG", "use_NEG", "force_NEG", "lua_NEG"], ["want", "statically", "link", "liblua", "tag", "luaa", "luajit", "also", "use", "specify", "tag", "luajit"], ["library", "us", "lua", "default", "also", "support", "lua", "specify", "tag", "lua", "lua", "specify", "tag", "lua", "lua", "specify", "tag", "lua"]]
