OWNER;NAME;CONTEXTS
kostya;eye;[["process", "monitoring", "tool", "inspire", "bluepill", "god", "require", "ruby", "mri", "p194", "us", "celluloid", "celluloid", "io"], ["little", "demo", "show", "general", "command", "chain", "work"], ["use", "god", "bluepill", "production", "always", "run", "bug", "segfaults", "crash", "lose", "process", "kill", "not-related", "process", "load", "problem", "deploy", "problem"], ["want", "something", "robust", "production", "stable"], ["want", "feature", "bluepill", "god", "extra", "like", "chain", "nest", "configuring", "mask", "matching", "easy", "debug", "configs"], ["hope", "succeed", "use", "eye", "production", "quite", "happy"], ["load", "folder", "configs"], ["eye", "daemon", "already", "start", "call", "load", "command", "config", "update", "eye", "daemon", "new", "object", "application", "group", "process", "add", "monitor", "process", "remove", "config", "remove", "stop", "process", "stop_on_delete", "true", "object", "update", "configs"], ["two", "global", "configs", "load", "default", "exist", "first", "eye", "load"], ["command", "params", "restart", "example"], ["check", "config", "syntax"], ["config", "explain", "debug"], ["log", "trace", "tail", "grep"], ["process", "statuses", "history"], ["eye", "daemon", "info"], ["local", "eye", "version", "leye", "like", "foreman"], ["process", "state", "event"], ["write", "eye", "extension", "plugins", "gem"], ["eye-http", "eye-rotate", "eye-hipchat", "plugin", "example"], ["eye", "related", "project"], ["thanks", "bluepill", "nice", "config", "idea"]]
kpumuk;meta-tags;[["search", "engine", "optimization", "seo", "plugin", "ruby", "rail", "application"]]
krobertson;deb-s3;[["repository", "longer_NEG", "maintain_NEG", "longer_NEG", "actively_NEG", "maintain_NEG", "deb-s_NEG", "3_NEG", "use_NEG", "maintain_NEG", "repository_NEG", "since_NEG", "2016_NEG", "someone", "express", "interest", "take", "development", "appear", "inactive", "well"], ["deb-s", "simple", "utility", "make", "create", "manage", "apt", "repository", "s3"], ["exist", "guide", "use", "s3", "host", "apt", "repository", "use", "something", "like", "reprepro", "generate", "repository", "file", "structure", "s3cmd", "sync", "file", "s3"], ["annoying", "thing", "process", "require", "maintain", "local", "copy", "file", "tree", "regenerate", "sync", "next", "time", "personally", "process", "use", "one-off", "virtual", "machine", "vagrant", "script", "build", "process", "would", "prefer", "upload", "final", "deb", "mac"], ["deb-s", "need_NEG", "deb-s", "feature"]]
kumar91gopi;Algorithms-and-Data-Structures-in-Ruby;[["repository", "contain", "ruby", "implementation", "various", "algorithm", "data", "structure", "solution", "many", "challenge", "hackerrank", "codility"]]
kzkn;dekiru;[["usefull", "helper", "method", "ruby", "rail"]]
kzk;unicorn-worker-killer;'[["unicorn", "widely", "use", "http-server", "rack", "application", "one", "thing", "think", "unicorn", "miss", "kill", "unicorn", "worker", "base", "number", "request", "consumed", "memory"], ["unicorn-worker-killer", "gem", "provide", "automatic", "restart", "unicorn", "worker", "base", "max", "number", "request", "process", "memory", "size", "r", "without", "affect", "request", "greatly", "improve", "site''s", "stability", "avoid", "unexpected", "memory", "exhaustion", "application", "node"], ["external_NEG", "process_NEG", "like_NEG", "god_NEG", "require_NEG", "install", "one", "gem", "unicorn-worker-killer"], ["add", "line", "config.ru", "line", "add", "require", "file", "expand_path", "config", "environment", "__file__", "line"], ["gem", "provide", "two", "module"], ["module", "automatically", "restart", "unicorn", "worker", "base", "number", "request", "worker", "process"], ["max_requests_min", "max_requests_max", "specify", "min", "max", "maximum", "request", "per", "worker", "actual", "limit", "decide", "rand", "max_requests_min", "max_requests_max", "per", "worker", "prevent", "worker", "dead", "time", "number", "exceed", "limit", "worker", "automatically", "restart"], ["verbose", "set", "true", "every", "request", "log", "show", "request", "leave", "restart", "logging", "info", "level"], ["module", "automatically", "restart", "unicorn", "worker", "base", "memory", "size"], ["memory_limit_min", "memory_limit_max", "specify", "min", "max", "maximum", "memory", "byte", "per", "worker", "actual", "limit", "decide", "rand", "memory_limit_min", "memory_limit_max", "per", "worker", "prevent", "worker", "dead", "time", "memory", "size", "exceeds", "memory_size", "worker", "automatically", "restart"], ["memory", "size", "check", "every", "check_cycle", "request"], ["verbose", "set", "true", "every", "memory", "size", "check", "show", "log", "logging", "info", "level"]]'
lantins;resque-retry;[["resque", "plugin", "require", "resque", "resque", "resque-scheduler"], ["gem", "provide", "retry", "delay", "exponential", "backoff", "support", "resque", "job"]]
lardawge;carrierwave;[["like", "carrierwave", "say", "like_NEG", "tie_NEG", "app_NEG", "instance_NEG", "wait_NEG", "image_NEG", "process_NEG"], ["gem", "address", "offload", "processing", "storage", "processing", "background", "task", "currently", "support", "delay", "job", "resque", "sidekiq", "suckerpunch", "girl", "friday", "qu", "queue", "classic"]]
layer8x;youtube-dl.rb;[["ruby", "wrapper", "youtube-dl"]]
leandromoreira;redlock-rb;[["implementation", "propose", "distribute", "lock", "algorithm", "redis", "start", "fork", "antirez", "implementation"]]
ledermann;unread;[["ruby", "gem", "manage", "read", "unread", "status", "activerecord", "object", "fast"]]
lemurheavy;coveralls-ruby;'[["coveralls.io", "design", "ruby", "project", "mind", "make", "easy", "possible", "get", "start", "use", "coverall", "ruby", "rail", "project"], ["please", "note", "simplecov", "support", "ruby", "later"], ["need_NEG", "quick_NEG", "change_NEG", "get_NEG", "project_NEG", "coverall_NEG", "include", "coveralls-ruby", "project''s", "gemfile", "like"], ["simplecov", "support", "ruby", "1.9+", "use", "coverall", "gem", "fail_NEG", "build_NEG", "early_NEG", "ruby_NEG", "flavor_NEG", "ruby_NEG"], ["coveralls-ruby", "use", "optional", "coveralls.yml", "file", "root", "level", "repository", "configure", "option"], ["option", "repo_token", "find", "repository''s", "page", "coverall", "use", "specify", "project", "coverall", "project", "map"], ["another", "important", "configuration", "option", "service_name", "indicate", "ci", "service", "allow", "specify", "coverall", "look", "find", "additional", "information", "build", "string", "use", "appropriate", "string", "service", "may", "allow", "coverall", "perform", "service-specific", "action", "like", "fetch", "branch", "data", "comment", "pull", "request"], ["example", "coveralls.yml", "file", "configure", "travis", "pro"], ["example", "passing", "repo_token", "command", "line"], ["configuration", "next", "step", "add", "coveralls-ruby", "test", "suite"], ["note", "coveralls.wear", "must", "occur", "application", "code", "require", "top", "spec_helper", "rb", "test_helper", "rb", "env.rb", "etc"], ["next", "time", "project", "build", "ci", "simplecov", "dial", "coveralls.io", "send", "hot", "detail", "code", "coverage"], ["wait", "say", "already", "use", "simplecov", "custom", "setting", "really", "override", "everything", "already", "set"], ["good", "news", "use", "gem''s", "simplecov", "formatter", "directly"], ["alongside", "another", "formatter", "like"], ["use", "one", "test", "suite", "want", "coverage", "result", "merge", "use", "coverall", "wear_merged", "instead", "coveralls.wear"], ["use", "coverall", "alongside", "another", "simplecov", "formatter", "simply", "omit", "coverall", "formatter", "add", "rake", "task", "coverall", ":p", "ush", "rakefile", "dependency", "test", "task", "like"], ["prevent", "coverall", "send", "coverage", "data", "individual", "suite", "instead", "wait", "simplecov", "merge", "result", "post", "coveralls.io"], ["unless", "add", "coverall", ":p", "ush", "default", "rake", "task", "build", "command", "need", "update", "ci", "reflect", "example"], ["read", "simplecov''s", "result", "merging"], ["coveralls-ruby", "also", "allow", "upload", "coverage", "data", "manually", "run", "test", "suite", "locally"], ["rspec", "type", "bundle", "exec", "coverall", "push", "project", "directory"], ["run", "rspec", "upload", "coverage", "data", "coveralls.io", "one-off", "build", "pass", "along", "configuration", "option", "specify", "coveralls.yml"]]'
leonid-shevtsov;headless;[["headless", "ruby", "interface", "xvfb", "allow", "create", "headless", "display", "straight", "ruby", "code", "hide", "low-level", "action", "also", "capture", "image", "video", "virtual", "framebuffer", "example", "record", "screenshots", "screencasts", "fail", "integration", "spec"], ["create", "run", "selenium", "test", "cucumber", "without", "script", "even", "go", "headless", "run", "test", "selenium", "possible", "us", "include", "pdf", "generation", "wkhtmltopdf", "screenshotting"], ["documentation", "available", "rubydoc.info"], ["note", "headless", "hide_NEG", "application_NEG", "x_NEG", "detailed", "explanation"]]
litaio;lita-slack;'[["lita-slack", "adapter", "lita", "allow", "use", "robot", "slack", "current", "adapter", "compatible_NEG", "pre_NEG", "-1.0_NEG", "version", "use", "slack''s", "real", "time", "message", "api"]]'
lob;lob-ruby;[["ruby", "wrapper", "lob.com", "api", "see", "full", "lob.com", "api", "documentation", "best", "result", "sure", "use", "late", "version", "lob", "api", "late", "version", "ruby", "wrapper", "gem", "give", "activerecord-style", "syntax", "use", "lob.com", "api"], ["support", "ruby", "great"]]
localytics;odbc;'[["activerecord", "odbc", "adapter", "master", "branch", "work", "rail", "previous", "work", "make", "compatible", "rail", "version", "use", "x", "x", "gem", "release"], ["adapter", "work", "basic", "query", "dbmss", "box", "without", "support", "migration", "full", "support", "built-in", "mysql", "postgresql", "database", "register", "adapter", "get", "support", "dbms", "use", "odbcadapter.register", "function"], ["lot", "work", "base", "openlink''s", "activerecord", "adapter", "work", "early", "version", "rail"]]'
locomotivecms;custom;[["manage", "custom", "field", "mongoid", "document", "collection", "module", "one", "core", "feature", "implement", "custom", "cm", "name", "locomotivecms", "basically", "aim", "provide", "editors", "way", "manage", "extra", "field", "mongoid", "document", "instance", "web", "ui"]]
logstash-plugins;logstash-codec-cef;[["fully", "free", "fully", "open", "source", "license", "apache", "meaning", "pretty", "much", "free", "use", "however", "want", "whatever", "way"]]
logstash-plugins;logstash-codec-protobuf;'[["codec", "plugin", "logstash", "parse", "protobuf", "message"], ["note", "late", "supported", "jruby", "version", "google''s", "protobuf", "library", "3.5.0.pre", "need", "use", "current", "version", "please", "find", "instruction"]]'
logstash-plugins;logstash-output-mongodb;[["fully", "free", "fully", "open", "source", "license", "apache", "meaning", "pretty", "much", "free", "use", "however", "want", "whatever", "way"]]
logstash-plugins;logstash-patterns-core;[["plugin", "provide", "pattern", "definition", "use", "grok", "filter"], ["fully", "free", "fully", "open", "source", "license", "apache", "meaning", "pretty", "much", "free", "use", "however", "want", "whatever", "way"]]
looker-open-source;gzr;[["gazer", "use", "navigate", "manage", "space", "look", "dashboard", "via", "simple", "command", "line", "tool"]]
lostisland;faraday;[["collection", "useful", "faraday", "middleware", "see", "documentation"]]
lpender;bummr;[["update", "gem", "one", "one", "bumm", "e", "r", "especially", "one", "gem", "cause", "build", "fail"], ["gem", "update", "separate", "commits"], ["bummr", "gem", "allow", "automatically", "update", "gem", "pass", "build", "separate", "commits", "log", "name", "sha", "gem", "fail"], ["bummr", "assume", "good", "test", "coverage", "follow", "pull-request", "workflow"], ["default", "bummr", "assume", "base", "branch", "name", "master", "would", "like", "designate", "different", "base", "branch", "set", "base_branch", "environment", "variable", "export", "base_branch", "main"]]
luan;carrierwave-ftp;[["gem", "add", "support", "ftp", "upload", "carrierwave"]]
lucascaton;enumerate;[["enumeration", "ruby", "magic", "power"], ["enumerateit", "help", "declare", "use", "enumeration", "simple", "flexible", "way"], ["firstly", "although", "enumerateit", "work", "well", "rail", "require_NEG", "mean", "add", "ruby", "project", "secondly", "define", "enumeration", "class", "add", "behaviour", "also", "reuse"]]
